Unha tenda de <b>artigos</b> de regalo.	Unha tenda de <b>obxectos</b> de regalo.	T
Para acompañar o xantar compramos un <b>molete</b> de quilo e medio.	Para acompañar o xantar compramos un <b>filete</b> de quilo e medio.	F
As <b>cozas</b> dos castiñeiros agromaban.	É importante darlles unha boa <b>coza</b> para que non rompan as bolas.	F
Esta orde vai <b>reforzar</b> as anteriores.	Esta orde vai <b>anular</b> as anteriores.	F
Achegouse a ela e pasoulle a man pola <b>queixada</b>.	Eu sempre me <b>queixo</b> do soldo, sobre todo cando os xefes andan á escoita.	F
Dez é o <b>duplo</b> de cinco. 	É un actor moi completo, nunca necesitou un <b>substituto</b>.	F
Puxo a sortella no <b>mediano</b> da man dereita.	Esta orde vai <b>anular</b> as anteriores.	F
Eu <b>acordo</b> todas as mañás antes das 7.	Por culpa da luz <b>acordo</b> moi cedo.	T
A espiga do trigo xa comeza a <b>apuntar</b>.	<b>Anotou</b> todos os números de teléfono na axenda.	F
Eran tantos que parecían un <b>banco</b> de xurelos.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	F
As <b>cozas</b> dos castiñeiros agromaban.	Saíron os bolos abecerrados por un defecto de <b>cocción</b>.	F
Eran tantos que parecían un <b>cardume</b> de xurelos.	Eran tantos que parecían <b>escamas</b> de xurelos.	F
Castigounos encerrados no seu <b>dormitorio</b>.	Naceu no segundo <b>cuartel</b> do século.	F
Unha tenda de <b>artigos</b> de regalo.	Tiña moitos <b>obxectos</b> nos estantes do seu comercio.	T
A <b>anchura</b> da nave era o que máis chamaba a atención.	Miña nai comprou un vestido sen <b>mangas</b> para levar á festa.	F
Os <b>cordeiros</b> desempeñan un oficio totalmente artesanal.	O <b>año</b> tamén é unha boa razón para tirar a rolla dun viño Syrah, así como as carnes de porco.	F
Rompeulle o lapis e non pode <b>apuntar</b> máis nada.	A espiga do trigo xa comeza a <b>aparecer</b>.	F
Para atraeren as robalizas iscaban <b>bolo</b> vivo.	En toda a tarde só pescaron dous <b>chocos</b> pequenos.	F
Meteu o <b>galo</b> no galiñeiro.	Meteu o <b>millo</b> no galiñeiro.	F
Sentamos nun <b>asento</b> do xardín.	Sentamos nun <b>banco</b> do xardín.	T
Ergueuse pola mañá cun <b>cabaleiro</b> no pescozo.	Ergueuse pola mañá cun <b>cabalo</b> no pescozo.	T
Todas as mañás o acordaba o canto dos <b>galos</b>.	Os <b>franceses</b> son amantes da boa cociña.	F
Sentamos nun <b>banco</b> do xardín.	Eran tantos que parecían un <b>cardume</b> de xurelos.	F
Unha tenda de <b>obxectos</b> de regalo.	Hoxe vén no xornal un <b>artigo</b> sobre o problema da droga.	F
A espiga do trigo xa comeza a <b>aparecer</b>.	A espiga do trigo xa comeza a <b>apuntar</b>.	T
Quen atopara unha fonte para calmar esta <b>secura</b>.	Vou á fonte por auga, que teño <b>sede</b>.	T
O <b>capón</b> andaba tras das polas.	Os <b>franceses</b> elixiron os seus representantes políticos.	F
O galeón navegaba con pouca <b>vela</b>.	O galeón navegaba con pouco <b>pano</b>.	T
O exército foi <b>agredir</b> un país estranxeiro.	Querían <b>observar</b> para despois roubar!	F
Leva un anel no <b>pé</b>.	Puxo a sortella no <b>mediano</b> da man dereita.	F
Dez é o <b>duplo</b> de cinco. 	É un actor moi completo, nunca necesitou un <b>dobre</b>.	F
As primeiras flores <b>apuntan</b> nesta época.	<b>Apuntou</b> todos os números de teléfono na axenda.	F
Eu sempre me <b>queixo</b> do soldo, sobre todo cando os xefes andan á escoita.	Achegouse a ela e pasoulle a man polo <b>queixo</b>.	F
Naceu no segundo <b>cuarto</b> do século.	Castigounos encerrados no seu <b>dormitorio</b>.	F
Viñan dous <b>xinetes</b> a galope pola chaira.	Da mala postura acabou collendo un <b>cabaleiro</b>.	F
Tivo varios <b>cálculos</b> biliares.	Ten que haber algún erro nos <b>cálculos</b> porque o resultado non é correcto.	F
Temos que chegar a un <b>bosque</b>.	Houbo un <b>pacto</b> entre o goberno e a oposición.	F
Un <b>cálculo</b> renal pode producir moita dor.	Quitáronlle unha <b>pedra</b> do ril.	T
Caeu e bateu co <b>queixelo</b> no chan.	Fomos a unhas xornadas gastronómicas do <b>queixo</b>.	F
Caeu e bateu co <b>queixelo</b> no chan.	Achegouse a ela e pasoulle a man polo <b>queixo</b>.	T
Canción de éxito da nosa <b>banda</b>.	Gústalle moito escoitar a este <b>grupo</b>.	T
A comida esta non me <b>sabe</b> nada.	A comida esta non me <b>agrada</b> nada.	T
Eu non me <b>laio</b> de que haxa cambios, que son imprescindibles, senón de que o estado de cousas que coñecemos non está evoluíndo ou "progresando".	Eu que me <b>alegro</b> sempre da falta de cultura de Lalín!	F
A <b>anchura</b> da nave era o que máis chamaba a atención.	Tomou un batido de <b>manga</b> moi cremoso.	F
Hoxe non é tan importante a produción de lá como antes e medrou en cambio a produción de carne de <b>cordeiro</b> e de leite para queixos.	Antes do <b>chourizo</b> compartimos unha ración de polbo e unha espectacular tortilla de pataca.	F
Ao moveres a cabeza quéixaste moito da dor que che dá ese <b>cabalo</b>!	Asento que se emprega para poñer nas costas do cabalo e sentar o <b>cabaleiro</b> con maior comodidade.	F
Eu que me <b>laio</b> sempre da falta de cultura de Lalín!	Achegouse a ela e pasoulle a man pola <b>queixada</b>.	F
Con 20 anos e a barba aínda non lle está a <b>aparecer</b>...	Tés que <b>anotar</b> todo o que eu che diga.	F
O camiño estase a <b>atacar</b> de lama coa enxurrada.	Con tanta terra o tubo vaise <b>manchar</b>.	F
Tivo varias <b>pedras</b> biliares.	Segundo os meus <b>cálculos</b> acabaremos en tres días.	F
Os <b>cordeiros</b> desempeñan un oficio totalmente artesanal.	Este <b>cordeiro</b> traballa moito con cánabo.	T
Leva un anel no <b>mediano</b>.	Esta orde vai <b>anular</b> as anteriores.	F
Meteu o fío pola <b>alfiestra</b> dunha agulla.	Eu <b>ollo</b> a xente feliz e reflíctome neles.	F
Envía todas as semanas un <b>texto</b> para publicar no xornal.	Publicou un <b>artigo</b> de opinión nunha revista dixital.	T
As <b>cepas</b> dos castiñeiros agromaban.	A figueira partiu pola <b>coza</b>.	T
Ergueuse pola mañá cun <b>mosquito</b> no pescozo.	Ergueuse pola mañá cun <b>cabaleiro</b> no pescozo.	F
As primeiras flores <b>apuntan</b> nesta época.	A espiga do trigo xa comeza a <b>apuntar</b>.	T
Meteu o <b>galo</b> no galiñeiro.	O <b>capón</b> andaba tras das polas.	T
Aprendeu a <b>cordeeiro</b> do seu pai.	Os <b>cordeeiros</b> desempeñan un oficio totalmente artesanal.	T
A <b>coza</b> do pan deixou un agradable cheiro na cociña.	A <b>codia</b> do pan deixou un agradable cheiro na cociña.	F
Meteu o <b>galo</b> no galiñeiro.	Os <b>franceses</b> son amantes da boa cociña.	F
Meteu o <b>millo</b> no galiñeiro.	Meteu o <b>capón</b> no galiñeiro.	F
O seu rostro evidenciaba a fatiga e as noites de <b>vixilia</b>.	O galeón navegaba con pouca <b>vela</b>.	F
Con tanta terra o tubo vaise <b>atacar</b>.	Mandara unha expedición para <b>atacar</b> os portos galegos.	F
Tivo varias <b>pedras</b> biliares.	Faga as <b>contas</b> do que lle debo.	F
Un caldiño para soportar a febre e tomar froitas como o kiwi e <b>mazás</b> para poñer fin ás dores abdominais por estrinximento.	Un caldiño para soportar a febre e tomar froitas como o kiwi e <b>cirolas</b> para poñer fin ás dores abdominais por estrinximento.	F
Con tanta terra o tubo vaise <b>atrancar</b>.	O camiño estase a <b>atacar</b> de lama coa enxurrada.	T
Aínda non <b>coñece</b> o resultado.	Que mal <b>sabe</b> este queixo!	F
Querían <b>observar</b> para despois roubar!	Querían <b>agredir</b> para despois roubar!	F
O poeta escribiu no terceiro <b>cuartel</b> do século XIII.	Chegou tan cansado que foi directo para o <b>cuarto</b>.	F
Aínda non <b>sabe</b> o resultado.	A comida esta non me <b>sabe</b> nada.	F
As <b>mangas</b> desta camisa danme moita calor.	O petroleiro tiña vinte metros de <b>manga</b>.	F
Para acompañar o xantar compramos un <b>molete</b> de quilo e medio.	Para acompañar o xantar compramos un <b>bolo</b> de quilo e medio.	T
Ten que haber algún erro nos <b>cálculos</b> porque o resultado non é correcto.	Faga as <b>contas</b> do que lle debo.	T
O rapaz pasou toda a noite en <b>vixilia</b>.	O rapaz pasou toda a noite en <b>soños</b>.	F
Eu sempre me <b>queixo</b> do soldo, sobre todo cando os xefes andan á escoita.	Eu que me <b>alegro</b> sempre da falta de cultura de Lalín!	F
Os <b>galos</b> elixiron os seus representantes políticos.	O <b>capón</b> andaba tras das polas.	F
Hoxe vén no xornal un <b>texto</b> sobre o problema da droga.	Publicou un <b>artigo</b> de opinión nunha revista dixital.	T
A espiga do trigo xa comeza a <b>apuntar</b>.	Rompeulle o lapis e non pode <b>apuntar</b> máis nada.	F
Faga as <b>contas</b> do que lle debo.	Tivo varios <b>cálculos</b> biliares.	F
Dez é o <b>duplo</b> de cinco. 	O <b>dobre</b> é tan bo que chegará a ser o protagonista principal!	F
Doíalle moito o <b>anular</b> da man esquerda.	Puxo a sortella no <b>mediano</b> da man dereita.	T
O seu rostro evidenciaba a fatiga e as noites de <b>vixilia</b>.	Despois de tres horas de <b>vela</b> foise deitar e adormeceu.	T
Este <b>asento</b> de pedra é algo incómodo.	Sentamos nun <b>banco</b> do xardín.	T
Os <b>xinetes</b> preparáronse para comezar a proba.	Ergueuse pola mañá cun <b>cabalo</b> no pescozo.	F
Viñan dous <b>cabaleiros</b> a galope pola chaira.	Viñan dous <b>asnos</b> a galope pola chaira.	F
O meniño do veciño chora sempre ás seis da mañá, xusto na hora que eu <b>esperto</b> estes días.	Por culpa da luz <b>durmo</b> moi cedo.	F
Aínda non <b>sabe</b> o resultado.	A comida esta non me <b>agrada</b> nada.	F
Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Sentamos nun <b>banco</b> do xardín.	F
Hoxe vén no xornal un <b>anuncio</b> sobre o problema da droga.	Publicou un <b>artigo</b> de opinión nunha revista dixital.	F
Ela <b>coñece</b> o funcionamento da máquina.	Aínda non <b>esquece</b> o resultado.	F
A comida esta non me <b>custa</b> nada.	Estas mazás <b>saben</b> que gorentan.	F
Naceu no segundo <b>cuarto</b> do século.	Chegou tan cansado que foi directo para o <b>cuarto</b>.	F
Naceu no segundo <b>cuarto</b> do século.	Naceu no segundo <b>cuartel</b> do século.	T
Miña nai comprou un vestido sen <b>mangas</b> para levar á festa.	Botoulle <b>manga</b> á ensalada.	F
Metín os cartos no <b>bolso</b>.	Metín os cartos no <b>banco</b>.	F
Queren <b>invalidar</b> todo o proceso.	Leva un anel no <b>mediano</b>.	F
Aprendeu a <b>cordeeiro</b> do seu pai.	Os <b>carpinteiros</b> desempeñan un oficio totalmente artesanal.	F
Camiño e <b>miro</b> ao meu arredor:	Hoxe eu <b>ollo</b> a noticia co ollar do escéptico que ten unha pregunta que non quere calar:	T
Cómpre reparar o <b>velame</b> despois dunha viaxe tan longa.	O rapaz pasou toda a noite en <b>vixilia</b>.	F
Achegouse a ela e pasoulle a man polo <b>brazo</b>.	Achegouse a ela e pasoulle a man pola <b>queixada</b>.	F
En toda a tarde só pescaron dous <b>bolos</b> pequenos.	En toda a tarde só pescaron dous <b>chocos</b> pequenos.	F
O camiño estase a <b>atacar</b> de lama coa enxurrada.	Aínda vai <b>atacar</b> aquel cano con tanta lama como baixa.	T
Eu que me <b>queixo</b> sempre da falta de cultura de Lalín!	Caíalle a baba pola <b>barbela</b> abaixo.	F
Eu <b>vexo</b> a xente feliz e reflíctome neles.	Non son quen de maxinar a un camelo pasando polo <b>burato</b> dunha agulla.	F
As <b>mangas</b> desta camisa danme moita calor.	Mandou construir unha embarcación de maior <b>manga</b>.	F
A comida esta non me <b>sabe</b> nada.	Ela <b>coñece</b> o funcionamento da máquina.	F
O poeta escribiu no terceiro <b>cuartel</b> do século XIII.	Naceu no segundo <b>terzo</b> do século.	F
Chegou tan cansado que foi directo para o <b>cuarto</b>.	Cambiou os mobles do <b>dormitorio</b> dos nenos.	T
Da mala postura acabou collendo un <b>cabaleiro</b>.	Asento que se emprega para poñer nas costas do cabalo e sentar o <b>cabaleiro</b> con maior comodidade.	F
Con 20 anos e a barba aínda non lle está a <b>aparecer</b>...	A espiga do trigo xa comeza a <b>apodrentar</b>.	F
O exército foi <b>agredir</b> un país estranxeiro.	Mandara unha expedición para <b>atacar</b> os portos galegos.	T
Tiña moitos <b>obxectos</b> nos estantes do seu comercio.	Publicou un <b>artigo</b> de opinión nunha revista dixital.	F
A comida esta non me <b>custa</b> nada.	A comida esta non me <b>agrada</b> nada.	F
Cambiou os mobles do <b>dormitorio</b> dos nenos.	O poeta escribiu no terceiro <b>cuartel</b> do século XIII.	F
O meniño do veciño chora sempre ás seis da mañá, xusto na hora que eu <b>esperto</b> estes días.	Despois de moito discutiren, chegaron a un completo <b>acordo</b>.	F
En toda a tarde só pescaron dous <b>bolos</b> pequenos.	Para acompañar o xantar compramos un <b>bolo</b> de quilo e medio.	F
É un actor moi completo, nunca necesitou un <b>descanso</b>.	O <b>dobre</b> é tan bo que chegará a ser o protagonista principal!	F
Ten que haber algún erro nas <b>contas</b> porque o resultado non é correcto.	Ten que haber algún erro nos <b>cálculos</b> porque o resultado non é correcto.	T
Os <b>xinetes</b> preparáronse para comezar a proba.	Asento que se emprega para poñer nas costas do cabalo e sentar o <b>cabaleiro</b> con maior comodidade.	T
Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Metín os cartos na <b>caixa de aforros</b>.	T
Ao moveres a cabeza quéixaste moito da dor que che dá ese <b>cabalo</b>!	Os <b>xinetes</b> preparáronse para comezar a proba.	F
Vou á fonte por auga, que teño <b>secura</b>.	A <b>localización</b> do evento será decidida esta semana.	F
Hoxe vén no xornal un <b>texto</b> sobre o problema da droga.	Tiña moitos <b>obxectos</b> nos estantes do seu comercio.	F
Ten que haber algún erro nas <b>contas</b> porque o resultado non é correcto.	Un <b>cálculo</b> renal pode producir moita dor.	F
Saíron os bolos abecerrados por un defecto de <b>cocción</b>.	As <b>cepas</b> dos castiñeiros agromaban.	F
Hoxe vén no xornal un <b>artigo</b> sobre o problema da droga.	Unha tenda de <b>artigos</b> de regalo.	F
Proba estas <b>cirolas</b> marelas.	En Galicia existe evidencia de consumo de ostras, mexillóns e <b>ameixas</b> nestas terras xa dende o século IV antes de Cristo.	F
Cambiou os mobles do <b>cuarto</b> dos nenos.	Naceu no segundo <b>cuarto</b> do século.	F
O alento ten como única vía de saída un orificio do tamaño do <b>ollo</b> dunha agulla.	Meteu o fío polo <b>ollo</b> dunha agulla.	T
O forte vento enchía a <b>vela</b> daquela dorna.	O galeón navegaba con pouco <b>pano</b>.	T
Cambiou os mobles do <b>cuarto</b> dos nenos.	Castigounos encerrados no seu <b>dormitorio</b>.	T
Leva un anel no <b>mediano</b>.	O médico non che vai <b>anular</b> a consulta!	F
Antes do <b>año</b> compartimos unha ración de polbo e unha espectacular tortilla de pataca.	Antes do <b>chourizo</b> compartimos unha ración de polbo e unha espectacular tortilla de pataca.	F
O <b>molete</b> tiña a codia un pouco dura.	Para acompañar o xantar compramos un <b>molete</b> de quilo e medio.	T
Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Sentamos nun <b>asento</b> do xardín.	T
As <b>cozas</b> dos castiñeiros agromaban.	As <b>cepas</b> dos castiñeiros agromaban.	T
Metín os cartos no <b>banco</b>.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	F
Despois de tres horas de <b>vela</b> foise deitar e adormeceu.	O forte vento enchía a <b>vela</b> daquela dorna.	F
Estas mazás <b>saben</b> que gorentan.	Que mal <b>sabe</b> este queixo!	T
Hoxe non é tan importante a produción de lá como antes e medrou en cambio a produción de carne de <b>cordeiro</b> e de leite para queixos.	Aprendeu a <b>cordeeiro</b> do seu pai.	F
Achegouse a ela e pasoulle a man polo <b>queixo</b>.	Eu que me <b>queixo</b> sempre da falta de cultura de Lalín!	F
Os <b>xinetes</b> preparáronse para comezar a proba.	Viñan dous <b>cabaleiros</b> a galope pola chaira.	T
Castigounos encerrados no seu <b>dormitorio</b>.	Voume atrasar un <b>cuarto</b> de hora.	F
Con tanta terra o tubo vaise <b>atacar</b>.	Con tanta terra o tubo vaise <b>atrancar</b>.	T
É un actor moi completo, nunca necesitou un <b>substituto</b>.	Ten o <b>dobre</b> de anos ca min. 	F
Leva un anel no <b>mediano</b>.	Puxo a sortella no <b>mediano</b> da man dereita.	T
Eran tantos que parecían un <b>cardume</b> de xurelos.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	F
Metín os cartos no <b>banco</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	T
Proba estas <b>cirolas</b> marelas.	Houbo intres de gran felicidade cando eu era neno e iamos á da señora Munda apañar unhas <b>ameixas</b>... 	T
Despois de moito discutiren, chegaron a un completo <b>acordo</b>.	Eu <b>acordo</b> todas as mañás antes das 7.	F
Eran tantos que parecían un <b>cardume</b> de xurelos.	Sentamos nun <b>asento</b> do xardín.	F
Tivo varias <b>pedras</b> biliares.	Ten que haber algún erro nos <b>cálculos</b> porque o resultado non é correcto.	F
Vai ter lugar a elección da próxima <b>dirección</b> dos Xogos Olímpicos.	A cidade foi tamén <b>sede</b> das organizacións falanxistas e dalgúns ministerios.	F
Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	F
Ten o <b>dobre</b> de anos ca min. 	É un actor moi completo, nunca necesitou un <b>dobre</b>.	F
Hoxe vén no xornal un <b>texto</b> sobre o problema da droga.	Envía todas as semanas un <b>texto</b> para publicar no xornal.	T
As <b>costuras</b> desta camisa danme moita calor.	As <b>mangas</b> desta camisa danme moita calor.	F
Un caldiño para soportar a febre e tomar froitas como o kiwi e <b>ameixas</b> para poñer fin ás dores abdominais por estrinximento.	Aprendín a nadar na antiga praia de Pontevedra, e reparei, aínda neno, na extraordinaria riqueza en <b>ameixas</b> e croques.	F
Eu non me <b>laio</b> de que haxa cambios, que son imprescindibles, senón de que o estado de cousas que coñecemos non está evoluíndo ou "progresando".	Caeu e bateu co <b>queixelo</b> no chan.	F
Temos que chegar a un <b>pacto</b>.	Eu <b>acordo</b> todas as mañás antes das 7.	F
A <b>localización</b> do evento será decidida esta semana.	Quen atopara unha fonte para calmar esta <b>secura</b>.	F
Dez é o <b>antónimo</b> de cinco. 	Seis é o <b>duplo</b> de tres.	F
Viñan dous <b>xinetes</b> a galope pola chaira.	Ergueuse pola mañá cun <b>cabalo</b> no pescozo.	F
Antes do <b>año</b> compartimos unha ración de polbo e unha espectacular tortilla de pataca.	O <b>año</b> tamén é unha boa razón para tirar a rolla dun viño Syrah, así como as carnes de porco.	T
Querían <b>atacar</b> para despois roubar!	Querían <b>agredir</b> para despois roubar!	T
A cidade foi tamén <b>sede</b> das organizacións falanxistas e dalgúns ministerios.	Vou á fonte por auga, que teño <b>sede</b>.	F
Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Eran tantos que parecían un <b>banco</b> de xurelos.	F
Aínda non <b>coñece</b> o resultado.	A comida esta non me <b>sabe</b> nada.	F
De sobremesa tomou <b>queixo</b> con marmelo.	Caeu e bateu co <b>queixelo</b> no chan.	F
Cambiou os mobles do <b>cuarto</b> dos nenos.	Chegou tan cansado que foi directo para o <b>cuarto</b>.	T
Non son quen de maxinar a un camelo pasando polo <b>burato</b> dunha agulla.	Eu <b>ollo</b> a xente feliz e reflíctome neles.	F
Levaba no pelo <b>fitas</b> de cores.	Canción de éxito do noso <b>grupo</b>.	F
Metín os cartos no <b>banco</b>.	Sentamos nun <b>banco</b> do xardín.	F
Os <b>xinetes</b> preparáronse para comezar a proba.	Da mala postura acabou collendo un <b>cabaleiro</b>.	F
Tomou un batido de <b>manga</b> moi cremoso.	Miña nai comprou un vestido sen <b>mangas</b> para levar á festa.	F
As <b>follas</b> dos castiñeiros agromaban.	As <b>cepas</b> dos castiñeiros agromaban.	F
A <b>localización</b> do evento será decidida esta semana.	Vai ter lugar a elección da próxima <b>sede</b> dos Xogos Olímpicos.	T
Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Sentamos nun <b>asento</b> do xardín.	F
Con tanta terra o tubo vaise <b>atrancar</b>.	Querían <b>atacar</b> para despois roubar!	F
Hoxe vén no xornal un <b>texto</b> sobre o problema da droga.	Naquel bazar había máis <b>artigos</b> que peixes no mar!	F
Aínda vai <b>atacar</b> aquel cano con tanta lama como baixa.	Mandara unha expedición para <b>atacar</b> os portos galegos.	F
Vou á fonte por auga, que teño <b>fame</b>.	Vou á fonte por auga, que teño <b>sede</b>.	F
Meteu o <b>capón</b> no galiñeiro.	Os romanos temían seren atacados polos <b>galos</b> durante as súas invasións.	F
A espiga do trigo xa comeza a <b>aparecer</b>.	A espiga do trigo xa comeza a <b>apodrentar</b>.	F
Eu que me <b>queixo</b> sempre da falta de cultura de Lalín!	Eu sempre me <b>queixo</b> do soldo, sobre todo cando os xefes andan á escoita.	T
Viñan dous <b>asnos</b> a galope pola chaira.	Asento que se emprega para poñer nas costas do cabalo e sentar o <b>cabaleiro</b> con maior comodidade.	F
Naquel bazar había máis <b>artigos</b> que peixes no mar!	Unha tenda de <b>papel</b> de regalo.	F
Gústalle moito escoitar a este <b>grupo</b>.	Canción de éxito do noso <b>grupo</b>.	T
O <b>capón</b> andaba tras das polas.	Os romanos temían seren atacados polos <b>galos</b> durante as súas invasións.	F
Metín os cartos no <b>banco</b>.	Eran tantos que parecían un <b>banco</b> de xurelos.	F
Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Metín os cartos na <b>caixa de aforros</b>.	F
Ergueuse pola mañá cun <b>cabalo</b> no pescozo.	Ergueuse pola mañá cun <b>mosquito</b> no pescozo.	F
Segundo os meus <b>cálculos</b> acabaremos en tres días.	Faga as <b>contas</b> do que lle debo.	T
O seu rostro evidenciaba a fatiga e as noites de <b>vixilia</b>.	O rapaz pasou toda a noite en <b>vela</b>.	T
Eu sempre me <b>queixo</b> do soldo, sobre todo cando os xefes andan á escoita.	Eu non me <b>laio</b> de que haxa cambios, que son imprescindibles, senón de que o estado de cousas que coñecemos non está evoluíndo ou "progresando".	T
Para atraeren as robalizas iscaban <b>bolo</b> vivo.	Para acompañar o xantar compramos un <b>molete</b> de quilo e medio.	F
Meteu o fío pola <b>alfiestra</b> dunha agulla.	Non son quen de maxinar a un camelo pasando polo <b>burato</b> dunha agulla.	T
Ela <b>coñece</b> o funcionamento da máquina.	Aínda non <b>sabe</b> o resultado.	T
En Galicia existe evidencia de consumo de ostras, mexillóns e <b>ameixas</b> nestas terras xa dende o século IV antes de Cristo.	Aprendín a nadar na antiga praia de Pontevedra, e reparei, aínda neno, na extraordinaria riqueza en <b>algas</b> e croques.	F
Segundo os meus <b>cálculos</b> acabaremos en tres días.	Un <b>cálculo</b> renal pode producir moita dor.	F
Tés que <b>anotar</b> todo o que eu che diga.	As primeiras flores <b>apuntan</b> nesta época.	F
Os <b>xinetes</b> preparáronse para comezar a proba.	Viñan dous <b>asnos</b> a galope pola chaira.	F
Con tanta terra o tubo vaise <b>atacar</b>.	O camiño estase a <b>atacar</b> de lama coa enxurrada.	T
Temos que chegar a un <b>acordo</b>.	Temos que chegar a un <b>pacto</b>.	T
Levaba no pelo <b>fitas</b> de cores.	Gústalle moito escoitar a este <b>grupo</b>.	F
Os <b>franceses</b> elixiron os seus representantes políticos.	Os <b>franceses</b> son amantes da boa cociña.	T
