Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	T
A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	T
Vou <b>atacar</b> bem os ténis.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	F
Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	T
Esquece sempre de <b>atar</b> os sapatos.	Vou <b>atacar</b> bem os ténis.	T
Em alguns casos eu <b>olho</b> e vejo se tem alguma afinidade, e aí aceito.	Em alguns casos eu <b>cheiro</b> e vejo se tem alguma afinidade, e aí aceito.	F
Falta uma <b>hora</b> para as nove.	Juntam quase um <b>quarto</b> dos habitantes, os quais gastam cerca de 1200 contos por ano.	F
A Isabel fez uma <b>sopa</b> de chouriço muito boa.	Estão a cozer as <b>bolas</b> para amanhã.	F
O marido está no <b>dormitório</b> ao lado.	Falta um <b>quarto</b> para as nove.	F
Uma área destinada a dar a conhecer ao público português o universo da criação nipónica no campo dos <b>manga</b>.	Viajou com um amigo da mesma idade e trazia ao ombro uma pequena trouxa com uma banana e um <b>mango</b>, para enganar o estômago na viagem.	F
A carrinha continha um esconderijo de armas e munições no <b>banco</b> do passageiro dianteiro.	Ele era ex-governador do <b>banco</b> central.	F
Em alguns casos eu <b>observo</b> e vejo se tem alguma afinidade, e aí aceito.	A francesa estava a piscar o <b>olho</b> ao seu companheiro.	F
Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	T
Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	Com toques de canela, vai <b>saber</b> muito bem com um chá!	F
Algumas casas nocturnas da cidade montarão no local pequenos bares para matar a <b>sede</b> a todos aqueles que resolvam abanar o melão na pista de dança.	Ontem, no <b>local</b> da sua administração, Arafat prometeu assumir responsabilidades na luta contra o terrorismo.	F
Pode-se <b>anular</b> todas as leis que se queira, comentou encolhendo os ombros.	O Tribunal acabaria por <b>invalidar</b> a compra do imóvel pelo Banif.	T
Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	F
Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	F
Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	F
Então, se acendes a <b>vela</b>, já não está escuro, é bom.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	F
Vai começar a edificação de um <b>local</b> social e de um novo pavilhão.	E cita outras dificuldades, como cansaço, <b>sede</b> e fome.	F
Hoje eu não tenho mais relação com o <b>banco</b>, pois minha conta é digital.	A carrinha continha um esconderijo de armas e munições no <b>banco</b> do passageiro dianteiro.	F
Contorne o <b>olho</b> na parte de baixo com uma sombra para demarcar bem a região.	Em alguns casos eu <b>olho</b> e vejo se tem alguma afinidade, e aí aceito.	F
A carrinha continha um esconderijo de armas e munições no <b>banco</b> do passageiro dianteiro.	A carrinha continha um esconderijo de armas e munições no <b>assento</b> do passageiro dianteiro.	T
Estão a cozer as <b>bolas</b> para amanhã.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	F
Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	F
Uma área destinada a dar a conhecer ao público português o universo da criação nipónica no campo dos <b>manga</b>.	A influência dos <b>poetas</b> começa a tornar-se uma característica frequente no panorama europeu de histórias aos quadradinhos.	F
Nunca na minha vida comi tanta <b>manga</b> nem tanta fruta.	O kiwi ou a <b>banana</b> frequentemente apodrecem por não terem compradores.	F
E cita outras dificuldades, como cansaço, <b>sede</b> e fome.	Algumas casas nocturnas da cidade montarão no local pequenos bares para matar a <b>sede</b> a todos aqueles que resolvam abanar o melão na pista de dança.	T
A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	F
Não <b>olho</b> tanto para esse fator individual.	Aquilo que <b>observo</b> diariamente, e garanto-vos que estou atenta, é preocupante.	T
Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	T
Ontem, no <b>local</b> da sua administração, Arafat prometeu assumir responsabilidades na luta contra o terrorismo.	E cita outras dificuldades, como cansaço, <b>sede</b> e fome.	F
Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	T
A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	T
Ontem, na <b>sede</b> da sua administração, Arafat prometeu assumir responsabilidades na luta contra o terrorismo.	Algumas casas nocturnas da cidade montarão no local pequenos bares para matar a <b>sede</b> a todos aqueles que resolvam abanar o melão na pista de dança.	F
Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	F
A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	T
Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	T
Colocam-nos no <b>assento</b> de alguns dos mais icónicos carros de F1 de sempre.	Ele era ex-governador do <b>banco</b> central.	F
E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	F
A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	T
Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	T
Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>quilha</b> à força dos ventos.	F
Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	F
Juntam quase um <b>quarto</b> dos habitantes, os quais gastam cerca de 1200 contos por ano.	Estavam instalados no mesmo <b>dormitório</b>, e a cumplicidade entre os dois nasceu do gosto comum de tocarem guitarra.	F
Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	Foi acusado de <b>saber</b> da existência de uma conta secreta na Suíça.	F
Aquilo que <b>observo</b> diariamente, e garanto-vos que estou atenta, é preocupante.	Em alguns casos eu <b>observo</b> e vejo se tem alguma afinidade, e aí aceito.	T
Caminhava na direcção do meu <b>quarto</b>, no Savoy, quando um episódio, aliás comum, me demorou ainda.	Estavam instalados no mesmo <b>dormitório</b>, e a cumplicidade entre os dois nasceu do gosto comum de tocarem guitarra.	T
Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	F
Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Um <b>pensamento</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	F
Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	F
Um <b>pensamento</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	F
A francesa estava a piscar o <b>olho</b> ao seu companheiro.	Em alguns casos eu <b>olho</b> e vejo se tem alguma afinidade, e aí aceito.	F
Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	F
Ontem, no <b>local</b> da sua administração, Arafat prometeu assumir responsabilidades na luta contra o terrorismo.	Ontem, na <b>sede</b> da sua administração, Arafat prometeu assumir responsabilidades na luta contra o terrorismo.	T
Pode-se <b>anular</b> todas as leis que se queira, comentou encolhendo os ombros.	O Tribunal acabaria por <b>permitir</b> a compra do imóvel pelo Banif.	F
Vou <b>atacar</b> bem os ténis.	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	F
A carrinha continha um esconderijo de armas e munições no <b>banco</b> do passageiro dianteiro.	Foi investigado por estuprar a jovem de 19 anos, entrando no <b>banco</b> de trás da viatura junto com a vítima.	T
Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	Metade da equipa se preocupa apenas em <b>atacar</b> e a outra metade em tentar defender.	T
O Tribunal acabaria por <b>anular</b> a compra do imóvel pelo Banif.	O Supremo Tribunal de Justiça de Londres decidiu <b>invalidar</b> o mandado de captura judicial.	T
Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	F
Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	F
A Isabel fez uma <b>bola</b> de chouriço muito boa.	A capacidade para roubar o <b>esférico</b> ao adversário é o seu melhor trunfo.	F
Hoje eu não tenho mais relação com a <b>instituição financeira</b>, pois minha conta é digital.	A carrinha continha um esconderijo de armas e munições no <b>banco</b> do passageiro dianteiro.	F
E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	A medida que o vento aumenta, optamos por envergar menos <b>pano</b>.	F
Vou <b>atar</b> bem os ténis.	Esquece sempre de <b>atar</b> os sapatos.	T
O kiwi ou a <b>manga</b> frequentemente apodrecem por não terem compradores.	Acodem homens e mulheres de <b>manga</b> curta e calças arregaçadas.	F
A carrinha continha um esconderijo de armas e munições no <b>banco</b> do passageiro dianteiro.	O Estado valida o empréstimo junto de uma <b>instituição financeira</b> e passa a deter o controlo das finanças municipais.	F
A capacidade para roubar a <b>posição</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	F
Com toques de canela, vai <b>saber</b> muito bem com um chá!	Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	T
Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	F
O Estado valida o empréstimo junto de uma <b>instituição financeira</b> e passa a deter o controlo das finanças municipais.	Hoje eu não tenho mais relação com o <b>banco</b>, pois minha conta é digital.	T
E cita outras dificuldades, como cansaço, <b>sede</b> e fome.	Algumas casas nocturnas da cidade montarão no local pequenos bares para matar o <b>tempo</b> a todos aqueles que resolvam abanar o melão na pista de dança.	F
Viajou com um amigo da mesma idade e trazia ao ombro uma pequena trouxa com uma banana e um <b>mango</b>, para enganar o estômago na viagem.	O kiwi ou a <b>manga</b> frequentemente apodrecem por não terem compradores.	T
A influência dos <b>poetas</b> começa a tornar-se uma característica frequente no panorama europeu de histórias aos quadradinhos.	A influência dos <b>manga</b> começa a tornar-se uma característica frequente no panorama europeu de histórias aos quadradinhos.	F
E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	T
Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	T
Pode-se <b>anular</b> todas as leis que se queira, comentou encolhendo os ombros.	O Supremo Tribunal de Justiça de Londres decidiu <b>invalidar</b> o mandado de captura judicial.	T
Contorne o <b>lábio</b> na parte de baixo com uma sombra para demarcar bem a região.	A francesa estava a piscar o <b>olho</b> ao seu companheiro.	F
Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	F
Hoje eu não tenho mais relação com a <b>instituição financeira</b>, pois minha conta é digital.	Hoje eu não tenho mais relação com o <b>banco</b>, pois minha conta é digital.	T
Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	T
Cinco embarcações, a motor e à <b>vela</b>, transportarão ao longo de todo o percurso da prova o júri.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	T
Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	F
Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	F
Acodem homens e mulheres de <b>manga</b> curta e calças arregaçadas.	Uma área destinada a dar a conhecer ao público português o universo da criação nipónica no campo dos <b>manga</b>.	F
O marido está no <b>edifício</b> ao lado.	Estavam instalados no mesmo <b>dormitório</b>, e a cumplicidade entre os dois nasceu do gosto comum de tocarem guitarra.	F
O Estado valida o empréstimo junto de uma <b>instituição financeira</b> e passa a deter o controlo das finanças municipais.	Foi investigado por estuprar a jovem de 19 anos, entrando no <b>banco</b> de trás da viatura junto com a vítima.	F
O Estado valida o empréstimo junto de uma <b>instituição financeira</b> e passa a deter o controlo das finanças municipais.	Colocam-nos no <b>assento</b> de alguns dos mais icónicos carros de F1 de sempre.	F
Acodem homens e mulheres de <b>manga</b> curta e calças arregaçadas.	Puxa para trás uma <b>manga</b> para mostrar no braço uma cicatriz de bala.	T
Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>quilha</b> à força dos ventos.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	F
O kiwi ou a <b>manga</b> frequentemente apodrecem por não terem compradores.	O kiwi ou a <b>banana</b> frequentemente apodrecem por não terem compradores.	F
Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	T
Aquilo que <b>observo</b> diariamente, e garanto-vos que estou atenta, é preocupante.	A francesa estava a piscar o <b>olho</b> ao seu companheiro.	F
A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	Nogueira, à boca da baliza, não foi capaz de tocar o <b>esférico</b> na sequência de um canto.	T
Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	F
Para além de <b>saber</b> muito bem antes de uma sardinha assada numa noite de santos populares, também é uma boa escolha para um jantar.	O menino queria <b>conhecer</b> os truques.	F
O marido está no <b>edifício</b> ao lado.	O marido está no <b>quarto</b> ao lado.	F
Vai começar a edificação de um <b>local</b> social e de um novo pavilhão.	Algumas casas nocturnas da cidade montarão no local pequenos bares para matar a <b>sede</b> a todos aqueles que resolvam abanar o melão na pista de dança.	F
Nunca na minha vida comi tanta <b>manga</b> nem tanta fruta.	Puxa para trás uma <b>manga</b> para mostrar no braço uma cicatriz de bala.	F
Nunca na minha vida comi tanta <b>manga</b> nem tanta fruta.	O kiwi ou a <b>manga</b> frequentemente apodrecem por não terem compradores.	T
Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	Foi acusado de <b>conhecer</b> a existência de uma conta secreta na Suíça.	T
Nunca na minha vida comi tanta <b>manga</b> nem tanta fruta.	Viajou com um amigo da mesma idade e trazia ao ombro uma pequena trouxa com uma banana e um <b>mango</b>, para enganar o estômago na viagem.	T
A influência dos <b>manga</b> começa a tornar-se uma característica frequente no panorama europeu de histórias aos quadradinhos.	Uma área destinada a dar a conhecer ao público português o universo da criação nipónica no campo dos <b>manga</b>.	T
O marido está no <b>dormitório</b> ao lado.	Estavam instalados no mesmo <b>dormitório</b>, e a cumplicidade entre os dois nasceu do gosto comum de tocarem guitarra.	T
Falta um <b>quarto</b> para as nove.	Estavam instalados no mesmo <b>dormitório</b>, e a cumplicidade entre os dois nasceu do gosto comum de tocarem guitarra.	F
Esquece sempre de <b>atar</b> os sapatos.	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	T
O kiwi ou a <b>manga</b> frequentemente apodrecem por não terem compradores.	Puxa para trás uma <b>manga</b> para mostrar no braço uma cicatriz de bala.	F
Ele era ex-governador do <b>banco</b> central.	A carrinha continha um esconderijo de armas e munições no <b>assento</b> do passageiro dianteiro.	F
Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	F
Foi investigado por estuprar a jovem de 19 anos, entrando no <b>banco</b> de trás da viatura junto com a vítima.	Hoje eu não tenho mais relação com a <b>instituição financeira</b>, pois minha conta é digital.	F
O kiwi ou a <b>manga</b> frequentemente apodrecem por não terem compradores.	A influência dos <b>manga</b> começa a tornar-se uma característica frequente no panorama europeu de histórias aos quadradinhos.	F
Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	Esquece sempre de <b>atar</b> os sapatos.	F
Uma área destinada a dar a conhecer ao público português o universo da criação nipónica no campo dos <b>manga</b>.	Nunca na minha vida comi tanta <b>manga</b> nem tanta fruta.	F
O kiwi ou o <b>mango</b> frequentemente apodrecem por não terem compradores.	A influência dos <b>manga</b> começa a tornar-se uma característica frequente no panorama europeu de histórias aos quadradinhos.	F
O menino queria <b>conhecer</b> os truques.	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	T
E é à luz de uma <b>lanterna</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	F
A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	Estão a cozer as <b>bolas</b> para amanhã.	F
Em alguns casos eu <b>observo</b> e vejo se tem alguma afinidade, e aí aceito.	Não <b>olho</b> tanto para esse fator individual.	T
O marido está no <b>quarto</b> ao lado.	Juntam quase um <b>quarto</b> dos habitantes, os quais gastam cerca de 1200 contos por ano.	F
Não <b>olho</b> tanto para esse fator individual.	Em alguns casos eu <b>olho</b> e vejo se tem alguma afinidade, e aí aceito.	T
A carrinha continha um esconderijo de armas e munições no <b>banco</b> do passageiro dianteiro.	Colocam-nos no <b>assento</b> de alguns dos mais icónicos carros de F1 de sempre.	T
Estão a cozer as <b>bolas</b> para amanhã.	A Isabel fez uma <b>bola</b> de chouriço muito boa.	T
O kiwi ou o <b>mango</b> frequentemente apodrecem por não terem compradores.	Acodem homens e mulheres de <b>manga</b> curta e calças arregaçadas.	F
O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	T
Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	F
Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	Em 1994 chegou a ser necessário extraírem-lhe um <b>tumor</b> na vesícula.	F
O Tribunal acabaria por <b>permitir</b> a compra do imóvel pelo Banif.	O Supremo Tribunal de Justiça de Londres decidiu <b>invalidar</b> o mandado de captura judicial.	F
Hoje eu não tenho mais relação com o <b>banco</b>, pois minha conta é digital.	Ele era ex-governador do <b>banco</b> central.	T
Falta um <b>quarto</b> para as nove.	Caminhava na direcção do meu <b>quarto</b>, no Savoy, quando um episódio, aliás comum, me demorou ainda.	F
Hoje eu não tenho mais relação com o <b>professor</b>, pois minha conta é digital.	Ele era ex-governador do <b>banco</b> central.	F
Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	Metade da equipa se preocupa apenas em <b>observar</b> e a outra metade em tentar defender.	F
Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho do <b>pano</b> à força dos ventos.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	F
